id,name,gender,age,education,profession,income,living_with,nation,phone,job,fb_freq,yt_freq,tik_freq,use_less_than_2GB,use_2GB_to_4GB,marriage_status,number_child,purpose,go_with,weather,time,viettel_no_0,viettel_no_1,viettel_no_2,to_hanoi,to_other,score,number_of_suggestions,number_of_plans,number_of_accept,number_of_accept_2,mobile_plan
4551,Steven Robinson,Male,25,Bachelor,Student,1540800000.0,Single_0,England,(910)300-0057,Aid worker,8,4,3,2,1,Single,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,1,1,1.0,1,SOCIALMEDIA
4635,Феофан Игнатович Михеев,Male,22,Bachelor,Student,1658400000.0,Single_0,Russia,+7 (741) 440-52-74,Налоговый инспектор,6,4,3,1,0,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,4,4,1.0,1,DATACALL
3310,김영수,Male,23,Bachelor,Student,1516800000.0,Single_0,Korea,041-220-7819,기타 서비스관련 단순 종사원,5,4,3,2,0,Single,0,Work,Alone,Sunny,07:00,0,1,0,0,1,0,5,4,2.0,2,"DATAGOLD, DATACALL"
17348,刘淑珍,Male,23,Bachelor,Student,1665000000.0,Single_0,China,18895273841,后期制作,7,8,3,1,1,Single,0,Work,Alone,Sunny,06:00,1,0,0,1,0,20,5,4,1.0,1,SOCIALMEDIAGOLD
15653,Arthur Neal,Male,21,Bachelor,Student,1694400000.0,Single_0,Us,7552130231,Technical brewer,4,5,1,2,0,Single,0,Work,Alone,Sunny,06:00,1,0,0,0,1,0,2,2,1.0,1,DATASILVER
11193,Michelle Norman,Female,34,Bachelor,Sales & Related,422500000.0,Married_2,Us,-10103,Public house manager,0,1,3,2,0,Married,2,Travel,Alone,Sunny,14:00,1,0,0,0,1,0,2,2,0.0,0,Unknown
1031,Kristina Ford,Female,32,Bachelor,Sales & Related,510000000.0,Married_1,England,+1-237-449-5613x1239,Public house manager,0,2,1,3,1,Married,1,Travel,Friends,Sunny,10:00,0,1,0,0,1,7,3,3,1.0,1,SOCIALMEDIAGOLD
11297,Christina Armstrong,Female,31,Bachelor,Sales & Related,522500000.0,Married_1,Us,+1-872-447-4160x44627,Economist,0,3,1,1,0,Married,1,Travel,Friends,Sunny,00:00,0,1,0,0,1,0,1,1,1.0,1,SOCIALMEDIA
10608,Gabriela Aguirre,Female,34,Bachelor,Sales & Related,532500000.0,Married_1,Us,426-491-1368x317,Mechanical engineer,0,1,2,2,0,Married,1,Travel,Friends,Sunny,13:00,0,1,0,0,1,5,5,4,1.0,1,SOCIALMEDIA
3381,木村 加奈,Female,31,Bachelor,Sales & Related,559200000.0,Married_1,Japan,080-9041-5489,illustrator,0,2,1,1,0,Married,1,Travel,Friends,Sunny,16:00,0,1,0,0,1,0,3,3,2.0,2,"DATASILVER, SOCIALMEDIAGOLD"
12159,高橋 結衣,Female,34,Bachelor,Sales & Related,568800000.0,Married_1,Japan,070-7725-8795,graphic designer,0,3,2,1,0,Married,1,Travel,Friends,Sunny,14:00,0,1,0,0,1,0,2,2,1.0,1,SOCIALMEDIAGOLD
12621,Jessica Lopez,Other,32,Bachelor,Sales & Related,472800000.0,Married_1,Us,001-544-398-7542,Trade union research officer,0,3,1,2,0,Married,1,Travel,Family,Sunny,09:00,0,1,0,0,1,0,4,4,0.0,0,Unknown
9826,Daisy Hogan,Female,35,Bachelor,Sales & Related,417600000.0,Married_3,Us,826-600-2104x2858,Soil scientist,0,3,2,2,1,Married,3,Travel,Family,Sunny,11:00,0,1,0,0,1,0,1,1,1.0,1,DATASILVER
5337,Феврония Павловна Воронова,Female,34,Bachelor,Sales & Related,522500000.0,Married_4,Russia,85953277696,Geographer,1,2,1,3,0,Married,4,Visit,Alone,Sunny,17:00,1,0,0,1,0,0,3,3,0.0,0,Unknown
10623,Linda Parsons,Female,31,Bachelor,Sales & Related,477600000.0,Married_4,Us,777.298.9821x38055,Leisure centre manager,1,2,2,1,1,Married,4,Visit,Alone,Sunny,15:00,1,0,0,0,1,0,4,3,1.0,1,SOCIALMEDIA
13694,Emily Mcclure,Female,31,Bachelor,Sales & Related,448800000.0,Married_3,Us,(865)559-8370x33995,Insurance underwriter,1,3,2,2,0,Married,3,Work,Alone,Sunny,07:00,0,1,0,0,1,8,3,3,1.0,1,DATAGOLD
10558,胡佳,Female,35,Bachelor,Sales & Related,365000000.0,Married_1,China,15726980885,other,1,3,1,2,1,Married,1,Work,Alone,Sunny,07:00,0,1,0,0,1,0,2,2,2.0,2,"SOCIALMEDIA, DATACALL"
14859,Derrick Riley,Male,26,Bachelor,Life Physical Social Science,948000000.0,Married_0,Us,234-490-4447x247,Media planner,1,1,2,1,0,Married,0,Travel,Alone,Sunny,13:00,1,0,0,0,1,0,3,3,1.0,1,DATASILVER
18430,Dr. Gael Aparecida,Male,28,Bachelor,Life Physical Social Science,1051200000.0,Married_0,Brazil,+55 (051) 5441 0171,Radialista,1,1,2,2,1,Married,0,Travel,Friends,Sunny,09:00,1,0,0,0,1,7,3,3,1.0,1,SOCIALMEDIA
2641,Макар Анисимович Морозов,Male,30,Bachelor,Life Physical Social Science,1027500000.0,Married_0,Russia,8 (597) 412-0473,Детектив,1,3,3,3,0,Married,0,Travel,Friends,Sunny,16:00,0,1,0,0,1,0,5,4,1.0,1,DATASILVER
6085,이민석,Male,26,Bachelor,Life Physical Social Science,1065000000.0,Married_0,Korea,043-095-3998,정부 및 공공 행정 전문가,0,2,2,2,1,Married,0,Travel,Friends,Sunny,14:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
2116,Frederick Howard,Male,30,Bachelor,Life Physical Social Science,952800000.0,Married_0,Us,312.841.9728x6011,Company secretary,1,3,3,2,1,Married,0,Travel,Family,Sunny,08:00,1,0,0,0,1,0,4,3,1.0,1,SOCIALMEDIA
11032,Rodney Smith,Male,27,Bachelor,Life Physical Social Science,940800000.0,Married_0,Us,240-947-9317,"Designer, fashion/clothing",1,1,1,2,1,Married,0,Travel,Family,Sunny,10:00,1,0,0,0,1,6,2,2,0.0,0,Unknown
10932,Douglas Lee,Male,30,Bachelor,Life Physical Social Science,1062500000.0,Married_0,Us,200-437-1688,Psychotherapist,1,2,2,3,0,Married,0,Travel,Family,Sunny,10:00,0,1,0,0,1,8,5,4,1.0,1,SOCIALMEDIA
12901,Emily Ellis,Other,30,Bachelor,Life Physical Social Science,1080000000.0,Married_0,Australia,-1385,Counselling psychologist,0,1,2,2,1,Married,0,Travel,Family,Sunny,15:00,1,0,0,0,1,0,5,4,1.0,1,DATASILVER
9407,Michael Guzman,Male,27,Bachelor,Life Physical Social Science,1178400000.0,Married_0,Us,001-547-805-4267x5603,Product manager,1,3,2,3,0,Married,0,Travel,Family,Sunny,15:00,0,1,0,0,1,9,2,1,1.0,1,DATACALL
6407,Эммануил Валерьянович Жуков,Male,28,Bachelor,Life Physical Social Science,957600000.0,Married_0,Russia,8 560 371 0011,Сексопатолог,1,1,2,2,1,Married,0,Visit,Alone,Sunny,15:00,0,1,0,0,1,7,3,3,1.0,1,DATAGOLD
5399,Michael Sanchez,Male,27,Bachelor,Life Physical Social Science,950000000.0,Married_0,Us,(276)626-3152x623,"Investment banker, corporate",0,3,1,2,1,Married,0,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,3,3,1.0,1,SOCIALMEDIA
6681,Matthew West,Male,28,Bachelor,Life Physical Social Science,1036800000.0,Married_0,Us,958.350.8399x409,Medical technical officer,0,2,2,3,1,Married,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,2,2,0.0,0,Unknown
9981,橋本 浩,Male,28,Bachelor,Life Physical Social Science,1063200000.0,Married_0,Japan,090-1419-5362,judicial scrivener,1,1,3,1,0,Married,0,Work,Alone,Sunny,07:00,0,0,1,0,1,6,2,2,1.0,1,SOCIALMEDIAGOLD
14638,Jacob Taylor,Male,27,Bachelor,Life Physical Social Science,1063200000.0,Married_0,Us,579-231-3782x929,Immunologist,0,3,2,1,0,Married,0,Work,Alone,Sunny,07:00,0,1,0,0,1,0,5,4,3.0,3,"DATAGOLD, DATASILVER, DATACALL"
9805,小林 涼平,Male,28,Bachelor,Life Physical Social Science,982500000.0,Married_0,Japan,080-0321-6949,university professor,1,2,2,2,1,Married,0,Work,Alone,Sunny,07:00,1,0,0,1,0,8,1,1,1.0,1,SOCIALMEDIAGOLD
15905,David Hendricks,Male,27,Bachelor,Life Physical Social Science,1176000000.0,Married_0,England,836.598.8612,"Engineer, maintenance (IT)",1,1,3,2,1,Married,0,Work,Alone,Sunny,06:00,1,0,0,0,1,0,4,3,1.0,1,DATASILVER
3250,Stephanie Kim,Female,29,Highschool,Business & Financial,472800000.0,Unmarried_0,Us,(971)241-3501x359,Technical sales engineer,0,3,0,3,0,Unmarried,0,Travel,Alone,Sunny,00:00,1,0,0,0,1,6,1,1,1.0,1,DATASILVER
12867,Emanuella Cavalcanti,Female,28,Highschool,Business & Financial,377500000.0,Unmarried_0,Brazil,31 4262-9070,Neonatologista,0,2,1,1,0,Unmarried,0,Travel,Friends,Sunny,08:00,1,0,0,0,1,0,4,4,0.0,0,Unknown
9969,Gina Baker,Female,27,Highschool,Business & Financial,467500000.0,Unmarried_0,England,001-585-676-7086x003,Risk manager,0,2,1,1,0,Unmarried,0,Travel,Friends,Sunny,08:00,0,1,0,0,1,4,4,3,2.0,2,"SOCIALMEDIAGOLD, DATAGOLD"
16673,Kimberly Yang,Female,27,Highschool,Business & Financial,537500000.0,Unmarried_0,Australia,(03) 7002 5507,Agricultural consultant,0,1,1,1,0,Unmarried,0,Travel,Friends,Sunny,13:00,0,1,0,0,1,0,3,3,1.0,1,SOCIALMEDIA
8052,Audrey Hawkins,Female,26,Highschool,Business & Financial,576000000.0,Unmarried_0,Us,001-671-281-6224x03068,Mechanical engineer,0,1,0,1,0,Unmarried,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,2,1,1,0.0,0,Unknown
8079,山本 くみ子,Female,27,Highschool,Business & Financial,447500000.0,Unmarried_0,Japan,26-1858-6304,model,0,3,1,3,0,Unmarried,0,Travel,Friends,Sunny,17:00,0,1,0,0,1,0,5,4,1.0,1,DATASILVER
16272,Christine Long,Female,26,Highschool,Business & Financial,315000000.0,Unmarried_0,England,001-425-929-0262,Air cabin crew,0,3,0,1,0,Unmarried,0,Travel,Friends,Sunny,00:00,0,1,0,0,1,4,3,3,1.0,1,SOCIALMEDIAGOLD
10712,李博,Female,26,Highschool,Business & Financial,350400000.0,Unmarried_0,China,18131968077,客房服务员/楼面服务员,0,1,1,3,0,Unmarried,0,Travel,Family,Sunny,09:00,1,0,0,0,1,5,1,1,1.0,1,SOCIALMEDIA
7772,Rosa Hendriks B.Sc.,Female,28,Highschool,Business & Financial,312500000.0,Unmarried_0,Denmark,+49 (0) 8502 019417,policeman,0,2,1,1,0,Unmarried,0,Travel,Family,Sunny,10:00,1,0,0,0,1,4,4,3,1.0,1,DATAGOLD
12255,Jesse Hanna,Other,27,Highschool,Business & Financial,610000000.0,Unmarried_0,Us,755.487.2447,Magazine journalist,0,3,1,1,0,Unmarried,0,Travel,Family,Sunny,09:00,1,0,0,0,1,5,5,4,1.0,1,DATACALL
16412,Cindy Ramirez,Female,28,Highschool,Business & Financial,420000000.0,Unmarried_0,England,(319)371-2263x73101,"Radiographer, therapeutic",0,2,0,2,0,Unmarried,0,Travel,Family,Sunny,10:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
12036,张建,Female,29,Highschool,Business & Financial,462500000.0,Unmarried_0,China,18973937694,促销员/导购,0,2,1,3,0,Unmarried,0,Visit,Alone,Sunny,17:00,0,1,0,0,1,0,5,4,1.0,1,DATAGOLD
14425,Martina Dörschner,Female,28,Highschool,Business & Financial,470000000.0,Unmarried_0,Denmark,135008216,Physician,0,1,0,2,0,Unmarried,0,Visit,Alone,Sunny,17:00,1,0,0,0,1,0,5,4,2.0,2,"SOCIALMEDIA, DATACALL"
19606,Гущина Лора Эльдаровна,Female,28,Highschool,Business & Financial,390000000.0,Unmarried_0,Russia,8 291 456 05 28,Chemist,0,2,1,3,0,Unmarried,0,Work,Alone,Sunny,07:00,0,1,0,0,1,6,1,1,0.0,0,Unknown
14960,Leslie Hughes,Female,30,Highschool,Business & Financial,564000000.0,Unmarried_0,England,593.922.7632x96942,"Sales professional, IT",0,2,0,3,0,Unmarried,0,Work,Alone,Sunny,06:00,1,0,0,1,0,0,4,3,1.0,1,SOCIALMEDIAGOLD
10263,Jo Lewis,Female,51,Bachelor,Sales & Related,604800000.0,Single_0,Us,(294)308-3705,Trading standards officer,0,0,2,3,3,Single,0,Travel,Alone,Sunny,13:00,1,0,0,0,1,0,2,2,1.0,1,DATASILVER
10940,Оксана Захаровна Дорофеева,Female,64,Bachelor,Sales & Related,770400000.0,Single_0,Russia,+7 990 921 7305,Pediatrician,0,1,3,2,1,Single,0,Travel,Friends,Sunny,09:00,1,0,0,0,1,0,2,1,1.0,1,SOCIALMEDIA
16468,Melissa Spencer,Female,70,Bachelor,Sales & Related,804000000.0,Single_0,England,001-717-310-4578x977,English as a second language teacher,0,1,1,3,2,Single,0,Travel,Friends,Sunny,10:00,0,1,0,0,1,7,4,3,1.0,1,SOCIALMEDIAGOLD
8952,Cynthia Whitaker,Female,75,Bachelor,Sales & Related,703200000.0,Single_0,Us,655.894.5899,Meteorologist,0,1,3,1,1,Single,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,0,1,1,0.0,0,Unknown
11687,Jacqueline Johnston,Female,56,Bachelor,Sales & Related,861600000.0,Single_0,Us,681.323.2353,Set designer,0,1,3,1,2,Single,0,Travel,Friends,Sunny,14:00,0,1,0,0,1,7,2,2,1.0,1,DATASILVER
2140,Willie Weaver,Other,51,Bachelor,Sales & Related,751200000.0,Single_0,Us,+1-359-770-1308x076,Mental health nurse,0,1,2,3,3,Single,0,Visit,Alone,Sunny,15:00,1,0,0,1,0,0,4,3,1.0,1,DATACALL
9294,韦军,Female,58,Bachelor,Sales & Related,892800000.0,Single_0,China,15179115008,电子商务总监,0,0,1,3,1,Single,0,Visit,Alone,Sunny,16:00,0,1,0,0,1,0,2,2,1.0,1,DATAGOLD
9175,Donna Berg,Female,64,Bachelor,Sales & Related,638400000.0,Single_0,England,(379)661-9106x9175,"Engineer, water",0,1,2,1,3,Single,0,Visit,Alone,Sunny,16:00,1,0,0,0,1,0,4,3,1.0,1,SOCIALMEDIA
15278,Emily Pugh,Female,52,Bachelor,Sales & Related,784800000.0,Single_0,Us,+1-636-984-7372x666,Music tutor,0,0,1,2,1,Single,0,Work,Alone,Sunny,07:00,1,0,0,1,0,0,4,4,1.0,1,SOCIALMEDIAGOLD
14007,Elizabeth Hall,Female,28,Unknown,Food Preparation & Serving Related,760000000.0,Unmarried_0,Us,795-995-0548x00576,"Engineer, manufacturing systems",0,0,1,0,1,Unmarried,0,Travel,Alone,Sunny,11:00,1,0,0,0,1,0,4,3,1.0,1,DATASILVER
1665,森 陽子,Female,27,Unknown,Food Preparation & Serving Related,765600000.0,Unmarried_0,Japan,070-6820-1645,model,1,1,3,0,2,Unmarried,0,Travel,Friends,Sunny,09:00,1,0,0,0,1,0,2,1,1.0,1,SOCIALMEDIA
11647,Мамонтова Зинаида Натановна,Female,27,Unknown,Food Preparation & Serving Related,647500000.0,Unmarried_0,Russia,8 (480) 843-18-16,Криптозоолог,1,1,3,1,2,Unmarried,0,Travel,Friends,Sunny,09:00,0,1,0,0,1,8,4,4,1.0,1,DATACALL
8147,Melinda Rodriguez,Female,27,Unknown,Food Preparation & Serving Related,643200000.0,Unmarried_0,England,(586)920-7374x388,Control and instrumentation engineer,1,1,3,1,3,Unmarried,0,Travel,Friends,Sunny,13:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
2501,Tracy Watson,Female,28,Unknown,Food Preparation & Serving Related,677500000.0,Unmarried_0,Us,001-749-853-8177x1846,"Surveyor, commercial/residential",1,1,2,0,1,Unmarried,0,Travel,Friends,Sunny,12:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
7204,Melissa Brady,Female,29,Unknown,Food Preparation & Serving Related,737500000.0,Unmarried_0,Us,902-758-7381,Forensic psychologist,0,1,1,0,3,Unmarried,0,Travel,Friends,Sunny,18:00,0,1,0,0,1,0,2,2,1.0,1,DATASILVER
5392,Tricia Willis,Female,27,Unknown,Food Preparation & Serving Related,757500000.0,Unmarried_0,England,998-481-3693x9567,Dealer,1,0,3,1,3,Unmarried,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,0,2,1,1.0,1,SOCIALMEDIAGOLD
12456,Amanda Gardner,Female,29,Unknown,Food Preparation & Serving Related,729600000.0,Unmarried_0,England,+1-697-752-6562x1094,Community education officer,0,0,3,1,3,Unmarried,0,Travel,Family,Sunny,10:00,1,0,0,0,1,7,3,3,1.0,1,SOCIALMEDIA
11207,Steven Murphy,Other,28,Unknown,Food Preparation & Serving Related,775000000.0,Unmarried_0,Australia,7359 7860,Chief Executive Officer,1,0,1,1,1,Unmarried,0,Travel,Family,Sunny,10:00,1,0,0,0,1,0,5,4,2.0,2,"DATAGOLD, SOCIALMEDIAGOLD"
19874,Sandra Preston,Female,29,Unknown,Food Preparation & Serving Related,744000000.0,Unmarried_0,Us,8178277241,Child psychotherapist,0,1,2,1,1,Unmarried,0,Travel,Family,Sunny,10:00,0,1,0,0,1,5,3,2,1.0,1,SOCIALMEDIA
9853,Maria Peters,Female,26,Unknown,Food Preparation & Serving Related,878400000.0,Unmarried_0,Us,001-438-489-9406x985,Housing manager/officer,1,0,3,0,2,Unmarried,0,Travel,Family,Sunny,15:00,1,0,0,0,1,0,4,4,1.0,1,SOCIALMEDIA
11000,三浦 七夏,Female,26,Unknown,Food Preparation & Serving Related,775200000.0,Unmarried_0,Japan,070-4800-3598,高等学校教員,0,0,2,0,3,Unmarried,0,Travel,Family,Sunny,16:00,0,1,0,0,1,0,4,3,1.0,1,DATACALL
3169,Maria Clara Correia,Female,28,Unknown,Food Preparation & Serving Related,785000000.0,Unmarried_0,Brazil,(011) 9339-5758,Fashion designer,0,1,1,1,1,Unmarried,0,Visit,Alone,Sunny,17:00,1,0,0,1,0,0,1,1,1.0,1,DATACALL
6966,Gina Henson,Female,27,Unknown,Food Preparation & Serving Related,888000000.0,Unmarried_0,Us,(252)446-2918x6642,Futures trader,0,1,3,0,2,Unmarried,0,Visit,Alone,Sunny,17:00,1,0,0,0,1,0,5,5,0.0,0,Unknown
12133,Natalie Brown,Female,27,Unknown,Food Preparation & Serving Related,695000000.0,Unmarried_0,Us,241-540-9439x4955,"Nurse, learning disability",1,0,1,1,3,Unmarried,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,5,4,1.0,1,SOCIALMEDIA
11237,Mariah Johnson,Female,29,Unknown,Food Preparation & Serving Related,835200000.0,Unmarried_0,Us,829.797.1478x15499,Commercial horticulturist,1,1,2,0,2,Unmarried,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,4,3,1.0,1,DATACALL
7516,Jacqueline Snyder,Female,30,Unknown,Food Preparation & Serving Related,840000000.0,Unmarried_0,Us,+1-597-310-4078x91468,Automotive engineer,0,1,1,1,2,Unmarried,0,Work,Alone,Sunny,07:00,1,0,0,1,0,5,3,3,1.0,1,SOCIALMEDIAGOLD
18000,Silke Ullrich,Female,28,Unknown,Food Preparation & Serving Related,917500000.0,Unmarried_0,Denmark,+49(0) 571634971,programmer,1,0,1,0,2,Unmarried,0,Work,Alone,Sunny,06:00,1,0,0,0,1,4,1,1,1.0,1,DATASILVER
8817,Ariel Mclaughlin,Female,45,Bachelor,Management,1533600000.0,Married_2,England,979-750-8083x68519,"Therapist, art",2,5,5,7,2,Married,2,Travel,Alone,Sunny,14:00,1,0,0,0,1,0,3,3,1.0,1,DATASILVER
12604,渡辺 裕美子,Female,45,Bachelor,Management,1684800000.0,Married_3,Japan,080-2376-4550,prosecutor,1,8,8,4,3,Married,3,Travel,Friends,Sunny,10:00,1,0,0,0,1,0,2,2,1.0,1,SOCIALMEDIA
1973,Debra Jones,Female,42,Bachelor,Management,1657500000.0,Married_1,England,343.764.2753,Industrial buyer,3,6,5,4,2,Married,1,Travel,Friends,Sunny,13:00,0,1,0,0,1,20,2,2,1.0,1,SOCIALMEDIA
7062,Селезнева Клавдия Оскаровна,Female,44,Bachelor,Management,1730400000.0,Married_1,Russia,+7 (095) 131-56-90,Scout,2,8,7,4,1,Married,1,Travel,Friends,Sunny,16:00,0,1,0,0,1,0,2,2,0.0,0,Unknown
4641,Jacqueline Lopez,Female,43,Bachelor,Management,1685000000.0,Married_1,England,9179514978,Ambulance person,3,5,4,4,2,Married,1,Travel,Friends,Sunny,12:00,0,1,0,0,1,0,1,1,1.0,1,SOCIALMEDIAGOLD
2243,Валерий Юльевич Тимофеев,Other,44,Bachelor,Management,1570000000.0,Married_2,Russia,8 (510) 657-22-69,Rector,2,7,5,5,2,Married,2,Travel,Family,Sunny,09:00,0,1,0,0,1,0,2,2,1.0,1,DATASILVER
10687,Barbara Hughes,Female,43,Bachelor,Management,1697500000.0,Married_1,Us,001-203-820-7701x813,"Psychologist, clinical",3,5,7,6,2,Married,1,Travel,Family,Sunny,00:00,0,1,0,0,1,0,5,4,1.0,1,DATASILVER
8636,Lisa Knapp,Female,43,Bachelor,Management,1562400000.0,Married_1,Us,+1-395-655-3811x76628,Archivist,1,6,6,5,1,Married,1,Visit,Alone,Sunny,16:00,1,0,0,1,0,19,1,1,1.0,1,DATACALL
7705,林平,Female,42,Bachelor,Management,1502400000.0,Married_3,China,13680051962,media director,3,4,8,8,1,Married,3,Visit,Alone,Sunny,17:00,1,0,0,0,1,24,2,2,1.0,1,SOCIALMEDIA
13174,г-жа Королева Октябрина Ефимовна,Female,45,Bachelor,Management,1857500000.0,Married_1,Russia,+7 377 087 9960,Forensic expert,3,8,5,4,1,Married,1,Work,Alone,Sunny,06:00,1,0,0,1,0,0,3,3,1.0,1,SOCIALMEDIAGOLD
19052,Tammy Higgins,Female,30,Unknown,Food Preparation & Serving Related,855000000.0,Single_0,Us,(975)362-4041,Nature conservation officer,2,3,2,2,1,Single,0,Travel,Alone,Sunny,13:00,1,0,0,0,1,0,2,2,1.0,1,DATASILVER
9433,Melissa Mendez,Female,29,Unknown,Food Preparation & Serving Related,823200000.0,Single_0,Us,485-732-0096,Speech and language therapist,1,3,3,3,1,Single,0,Travel,Friends,Sunny,08:00,1,0,0,0,1,1,2,2,1.0,1,SOCIALMEDIA
13287,Sra. Isabela Guerra,Female,28,Unknown,Food Preparation & Serving Related,842400000.0,Single_0,Brazil,+55 71 7458-2499,Vehicle washer,3,2,2,3,0,Single,0,Travel,Friends,Sunny,09:00,1,0,0,0,1,0,2,1,1.0,1,DATACALL
4523,Anna Farley,Female,27,Unknown,Food Preparation & Serving Related,710000000.0,Single_0,England,-9866,Immunologist,3,1,2,2,1,Single,0,Travel,Friends,Sunny,10:00,0,1,0,0,1,9,1,1,0.0,0,Unknown
14952,Jessica Mcgrath,Female,28,Unknown,Food Preparation & Serving Related,800000000.0,Single_0,Us,(256)762-1800x36203,Senior tax professional/tax inspector,3,1,1,3,1,Single,0,Travel,Friends,Sunny,11:00,1,0,0,0,1,0,4,3,1.0,1,SOCIALMEDIA
1897,斎藤 春香,Female,30,Unknown,Food Preparation & Serving Related,892800000.0,Single_0,Japan,070-1755-5357,enka singer,1,1,2,3,1,Single,0,Travel,Friends,Sunny,14:00,0,1,0,0,1,8,5,5,1.0,1,SOCIALMEDIA
14996,Joseph Dickson,Other,29,Unknown,Food Preparation & Serving Related,876000000.0,Single_0,England,(678)509-3564,"Pharmacist, community",3,1,3,3,1,Single,0,Travel,Friends,Sunny,11:00,0,1,0,0,1,11,5,4,1.0,1,DATASILVER
5849,Герасимова Анна Рубеновна,Female,28,Unknown,Food Preparation & Serving Related,871200000.0,Single_0,Russia,8 (515) 981-5179,Switzerland,1,1,1,3,1,Single,0,Travel,Friends,Sunny,18:00,1,0,0,0,1,1,4,4,0.0,0,Unknown
3641,Алексеева Регина Робертовна,Female,30,Unknown,Food Preparation & Serving Related,912500000.0,Single_0,Russia,+7 374 308 63 53,Racket player,3,3,2,3,1,Single,0,Travel,Friends,Sunny,15:00,0,1,0,0,1,0,1,1,1.0,1,DATASILVER
16932,이경자,Female,27,Unknown,Food Preparation & Serving Related,811200000.0,Single_0,Korea,052-369-5803,product and advertising salesperson,3,2,3,2,0,Single,0,Travel,Friends,Sunny,14:00,1,0,0,0,1,0,3,2,1.0,1,SOCIALMEDIA
7613,박수진,Female,27,Unknown,Food Preparation & Serving Related,902500000.0,Single_0,Korea,011-366-5313,악기제조 및 조율사,3,1,1,2,0,Single,0,Travel,Friends,Sunny,12:00,0,1,0,0,1,7,1,1,1.0,1,SOCIALMEDIAGOLD
2683,박영호,Other,28,Unknown,Food Preparation & Serving Related,875000000.0,Single_0,Korea,070-3425-5859,welder operator,3,3,3,2,0,Single,0,Travel,Alone,Sunny,08:00,1,0,0,0,1,11,3,3,1.0,1,SOCIALMEDIA
13015,Jennifer Hudson,Female,30,Unknown,Food Preparation & Serving Related,854400000.0,Single_0,England,693-367-7067,"Doctor, general practice",1,3,1,2,0,Single,0,Visit,Alone,Sunny,16:00,1,0,0,1,0,0,1,1,1.0,1,DATACALL
7097,Wendy Clark,Female,28,Unknown,Food Preparation & Serving Related,647500000.0,Single_0,England,883.733.6308,Mechanical engineer,1,2,1,3,0,Single,0,Work,Alone,Sunny,06:00,0,0,1,0,1,0,4,4,1.0,1,SOCIALMEDIA
16973,杨文,Female,27,Unknown,Food Preparation & Serving Related,667200000.0,Single_0,China,15620947029,Corporate Secretary/Board Secretary,3,1,2,1,1,Single,0,Work,Alone,Sunny,07:00,0,0,1,0,1,0,5,4,1.0,1,DATACALL
16129,Kimberly Jackson,Female,28,Unknown,Food Preparation & Serving Related,917500000.0,Single_0,Us,001-557-415-3982x71293,"Psychologist, prison and probation services",2,3,1,3,1,Single,0,Work,Alone,Sunny,06:00,1,0,0,0,1,0,5,4,1.0,1,DATASILVER
2822,Cory Lopez,Other,54,Associate,Arts Design Entertainment Sports & Media,642500000.0,Married_1,Us,+1-851-563-0138x29990,Arts administrator,0,0,0,2,0,Married,1,Travel,Alone,Sunny,14:00,1,0,0,0,1,2,2,2,1.0,1,DATASILVER
3719,青木 美加子,Female,78,Associate,Arts Design Entertainment Sports & Media,925000000.0,Married_1,Japan,080-2896-2991,civil servant,0,0,1,1,0,Married,1,Travel,Friends,Sunny,09:00,0,1,0,0,1,2,5,4,1.0,1,SOCIALMEDIAGOLD
2136,程俊,Other,58,Associate,Arts Design Entertainment Sports & Media,772500000.0,Married_1,China,14508191899,绿化工,0,0,0,3,0,Married,1,Travel,Friends,Sunny,11:00,0,1,0,0,1,0,3,3,1.0,1,SOCIALMEDIAGOLD
18696,Jody Frazier MD,Female,61,Associate,Arts Design Entertainment Sports & Media,782400000.0,Married_1,Us,001-480-472-6755,Environmental consultant,0,0,1,1,0,Married,1,Travel,Family,Sunny,10:00,0,1,0,0,1,0,4,4,1.0,1,DATAGOLD
12480,王小红,Female,51,Associate,Arts Design Entertainment Sports & Media,607200000.0,Married_2,China,13135288168,New energy electronic control engineer,0,0,0,3,0,Married,2,Work,Alone,Sunny,06:00,1,0,0,1,0,3,1,1,1.0,1,SOCIALMEDIAGOLD
15950,Vanessa Stephens,Female,57,Associate,Arts Design Entertainment Sports & Media,822500000.0,Married_2,Us,(319)865-3437x06411,"Programme researcher, broadcasting/film/video",0,0,0,3,0,Married,2,Work,Alone,Sunny,07:00,1,0,0,0,1,0,3,2,1.0,1,DATASILVER
